Job Id,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,405,123451,"One day after attempted rescue, six stranded whales die on Australian beach",10-Over,Almost 500 whales have died in five mass beachings over the last five months .,1,0.3,,Almost,0.09,500,0.09,whales,0.28,have,0.09,died,0.09,five,0.09,mass,0.09,beachings,0.18,over,0,last,0,five,0,months,0,[NONE],0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,383,31550,London whale dies,4-NonOver,"Despite whales ' ability to breathe out of water , their skeletons are not designed to hold their own massive body weights , and so whales can not spend long periods of time out of water .",0,0,,Despite,0,whales,0,ability,0,breathe,0,out,0,water,0,their,0,skeletons,0,are not,0,designed,0,hold,0,their,0,own,0,massive,0,body,0,weights,0,so,0,whales,0,can not,0,spend,0,long,0,periods,0,time,0,out,0,water,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,383,31550,London whale dies,6-NonOver,A humane killing had been considered .,0,0.1,,humane,0.08,killing,0.08,had,0,been,0,considered,0.08,[NONE],0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,383,31550,London whale dies,5-Over,The death of the whale saved the rescue team from having to decide whether it was advisable to release the whale in such a weak condition .,1,0.48,,death,0.45,whale,0.45,saved,0.09,rescue,0.09,team,0.09,from,0.09,having,0.09,decide,0.09,whether,0.09,it,0.09,was,0.09,advisable,0.09,release,0.09,whale,0.09,such,0,weak,0,condition,0,[NONE],0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,383,31550,London whale dies,7-Over,"The whale managed to gather two days worth of media attention , with Londoners and people all over the world captivated by the unusual story .",1,0.87,,whale,0.72,managed,0.09,gather,0.09,two,0.09,days,0.09,worth,0.09,media,0.09,attention,0.09,with,0,Londoners,0.54,people,0,all,0,over,0,world,0,captivated,0,unusual,0.09,story,0.09,[NONE],0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,407,139305,"Humpback whale found dead in River Thames, England",16-NonOver,Information gathered through examinations like these will hopefully help further our understanding of such animals and also help contribute to improving their conservation status . '',0,0,,Information,0,gathered,0,through,0,examinations,0,like,0,these,0,will hopefully,0,help,0,further,0,our,0,understanding,0,such,0,animals,0,also,0,help,0,contribute,0,improving,0,their,0,conservation,0,status,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,407,139305,"Humpback whale found dead in River Thames, England",10-NonOver,"Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .",0,0.72,,Rob,0,Deaville,0,zoologist,0,society,0,said,0,Once,0.08,whales,0.57,get,0.08,into,0.08,river,0.57,system,0.32,it,0,is,0,very,0,difficult,0,them,0,get,0,out,0,again,0,[NONE],0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,407,139305,"Humpback whale found dead in River Thames, England",11-Over,Further tests are still pending and may provide additional information about what happened to this whale . '',1,0.31,,Further,0,tests,0.1,are,0,still,0,pending,0,may,0,provide,0,additional,0,information,0,about,0,what,0,happened,0,this,0,whale,0.31,[NONE],0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,406,123451,"One day after attempted rescue, six stranded whales die on Australian beach",14-Over,The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,1,0.82,,whales,0.53,were,0.09,stranded,0.53,Wednesday,0.09,remote,0.09,location,0.09,where,0,conservation,0,officials,0,could not,0.18,transport,0.18,rescue,0.18,equipment,0.18,[NONE],0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,406,123451,"One day after attempted rescue, six stranded whales die on Australian beach",6-NonOver,"Three died of natural causes Wednesday , and the other three were shot by veterinarians due to their poor condition .",0,0.35,,Three,0.27,died,0.27,natural,0.09,causes,0.09,Wednesday,0,other,0,three,0.18,were,0,shot,0.18,veterinarians,0,due,0,their,0,poor,0,condition,0,[NONE],0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,406,123451,"One day after attempted rescue, six stranded whales die on Australian beach",8-NonOver,"`` It is frustrating , there is a lot of effort by the community and by DEC staff , it is a frustrating process when that happens but it 's not totally unexpected , '' said John Carter , state conservation department officer .",0,0,,It,0,is,0,frustrating,0,there,0,is,0,lot,0,effort,0,community,0,DEC,0,staff,0,it,0,is,0,frustrating,0,process,0,when,0,that,0,happens,0,it's,0,not,0,totally,0,unexpected,0,said,0,John,0,Carter,0,state,0,conservation,0,department,0,officer,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,406,123451,"One day after attempted rescue, six stranded whales die on Australian beach",15-Over,"At least one of the whales was attacked by sharks , officials said .",1,0.12,,least,0,one,0.08,whales,0.08,was,0.08,attacked,0.08,sharks,0.08,officials,0,said,0,[NONE],0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,406,123451,"One day after attempted rescue, six stranded whales die on Australian beach",4-Over,"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",1,0.24,,More,0,than,0,70,0,mammals,0.09,died,0.09,along,0,with,0,four,0,dolphins,0,about,0,10,0.09,whales,0.17,were,0,guided,0.09,back,0,out,0,sea,0.09,officials,0,from,0,Australian,0.09,Department,0.09,Environment,0.09,Conservation,0.09,[NONE],0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,386,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",10-Over,"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",1,0.47,,month,0,now,0,we,0.07,have,0.07,dogged,0.14,delayed,0.14,disrupted,0.14,whaling,0.41,fleet,0.14,Southern,0.41,Ocean,0.41,Whale,0.14,Sanctuary,0.07,have,0,no,0,doubt,0,that,0,they,0,have,0,fallen,0,far,0,behind,0,their,0,bid,0,slaughter,0,935,0,minke,0,whales,0,10,0,endangered,0,fin,0,whales,0.07,[NONE],0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,386,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",4-Over,The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,1,0.85,,Sea,0.58,Shepherd's,0.58,Farley,0.18,Mowat,0.18,has,0.18,also,0.18,left,0.29,area,0.23,due,0,refuelling,0,cancellation,0,[NONE],0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,386,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",16-NonOver,Activists were also blasted out of boats by water cannons .,0,0,,Activists,0,were,0,also,0,blasted,0,out,0,boats,0,water,0,cannons,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,387,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",8-Over,She said : `` it is now time to focus action on those controlling the whaling fleet . '',1,0.28,,She,0,said,0,it,0.08,is,0.08,now,0.08,time,0.08,focus,0.08,action,0.08,those,0.08,controlling,0.08,whaling,0.16,fleet,0.08,[NONE],0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,387,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",15-NonOver,"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",0,0.42,,They,0,escaped,0.08,serious,0.08,injury,0.08,when,0.08,Japanese,0.17,allegedly,0.08,rammed,0.17,their,0.08,vessel,0.17,when,0,protester,0.08,was,0,pulled,0,overboard,0,harpoon,0,rope,0,[NONE],0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,387,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",22-NonOver,Japan says it 's too early to tell what effect Greenpeace has had on its current research mission .,0,0.42,,Japan,0,says,0,it's,0,too,0,early,0,tell,0,what,0,effect,0,Greenpeace,0.26,has,0,had,0,its,0,current,0,research,0,mission,0,[NONE],0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,387,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",24-NonOver,Japan 's Institute of Cetacean Research ( ICR ) says the whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .,0,0.14,,Japan's,0,Institute,0,Cetacean,0,Research,0,ICR,0,says,0,whale,0.08,research,0,programs,0,are,0,conducted,0,accordance,0,with,0,International,0.08,Convention,0.08,Regulation,0.08,Whaling,0.08,[NONE],0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,387,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",13-Over,"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",1,0.69,,Hideki,0,Moronuki,0,from,0,Japan's,0.09,Fisheries,0,Agency,0,is,0,pleased,0.09,whaling,0.18,mission,0.09,will no,0.18,longer,0.18,be,0.18,obstructed,0.18,Although,0,Greenpeace,0.36,say,0,that,0,they,0,'re,0,activities,0,are,0,peaceful,0,their,0,activities,0,are,0,really,0,dangerous,0.09,illegal,0.09,he,0,said,0,[NONE],0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,384,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",26-Over,"It is this aspect of the program which is often inaccurately sensationalised as illegal commercial whaling , reads a statement on their website .",1,0.07,,It,0,is,0,this,0,aspect,0,program,0,which,0,is,0,often,0,inaccurately,0,sensationalised,0,as,0,illegal,0,commercial,0,whaling,0.07,reads,0,statement,0,their,0,website,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,384,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",17-NonOver,"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",0,0.44,,incidents,0.24,caused,0.16,slanging,0.24,matches,0.24,between,0.08,Greenpeace,0.48,Japan's,0.16,Institute,0.08,Cetacean,0.08,Research,0.08,both,0,arguing,0,they,0,had,0,evidence,0,other,0,was,0,fault,0,[NONE],0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,384,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",21-NonOver,he said .,0,0,,he,0,said,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,384,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",12-Over,Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,1,0.88,,Japan,0.23,has,0.09,welcomed,0.14,Greenpeace's,0.51,decision,0.28,leave,0.37,Southern,0.46,Ocean,0.46,[NONE],0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,384,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",11-NonOver,"It is our hope that this struggle will inspire people to help us defend whales , so that it goes down in history as the last time the peaceful silence in the Sanctuary is broken by the sound of a grenade-tipped harpoon , '' Mr Rattenbury said .",0,0,,It,0,is,0,our,0,hope,0,that,0,this,0,struggle,0,will inspire,0,people,0,help,0,us,0,defend,0,whales,0,so,0,that,0,it,0,goes,0,down,0,history,0,as,0,last,0,time,0,peaceful,0,silence,0,Sanctuary,0,is,0,broken,0,sound,0,grenade-tipped,0,harpoon,0,Mr,0,Rattenbury,0,said,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,385,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",14-Over,"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",1,0.61,,Protesters,0.3,spent,0.08,much,0.08,their,0.08,time,0.08,Southern,0.45,Ocean,0.45,inflatable,0,Zodiac,0,boats,0,placing,0,themselves,0,precariously,0,between,0.08,harpoons,0.08,whales,0.3,[NONE],0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,385,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",20-NonOver,"`` We feel it 's been a justifiable risk somebody had to come down here and do something , politics and diplomacy have failed . ''",0,0,,We,0,feel,0,it's,0,been,0,justifiable,0,risk,0,somebody,0,had,0,come,0,down,0,here,0,do,0,something,0,politics,0,diplomacy,0,have,0,failed,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,385,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",23-Over,"The Japan Whaling Association ( JWA ) , which promotes and protects Japan 's whaling culture says , `` The moratorium on commercial whaling is an anomaly . ''",1,0.1,,Japan,0,Whaling,0.08,Association,0,JWA,0.08,which,0,promotes,0,protects,0,Japan's,0,whaling,0.08,culture,0,says,0,moratorium,0,commercial,0,whaling,0,is,0,anomaly,0,[NONE],0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,385,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",25-Over,"The ICR say they `` do not , in any way , involve illegal whaling ... under the IWC 's no waste rules the by-products of the research program , including whale meat , are required so far as practicable to be processed .",1,0.1,,ICR,0,say,0,they,0,do not,0,any,0,way,0,involve,0,illegal,0,whaling,0.08,...,0,under,0,IWC's,0,no,0,waste,0,rules,0,by-products,0,research,0,program,0,including,0,whale,0,meat,0,are,0,required,0,so,0,far,0,as,0,practicable,0,be,0,processed,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,385,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",6-Over,Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,1,0.71,,Greenpeace,0.61,say,0.09,they,0.17,will now,0.17,switch,0.17,focus,0.17,campaign,0.09,shed,0.09,light,0.09,corporate,0.09,entities,0.09,behind,0.09,commercial,0.09,whaling,0.26,industry,0.09,[NONE],0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,394,43426,IWC passes pro-whaling resolution after close vote,13-Over,Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,1,0.64,,Other,0,whaling,0.33,allowed,0.17,under,0.17,IWC,0.66,moratorium,0.33,includes,0.17,subsistence,0.08,whaling,0.08,aboriginal,0,groups,0,[NONE],0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,394,43426,IWC passes pro-whaling resolution after close vote,20-Over,"Dr. Joth Singh from the International Fund for Animal Welfare ( IFAW ) said , `` after losing on every single proposal they brought to this meeting , the whaling countries and their supporters cooked up a non-binding statement , sprang it on the commission and pushed it to a vote - they want to kill whales , and they 're willing to kill the Commission to do it . ''",1,0.08,,Dr.,0,Joth,0,Singh,0,from,0,International,0,Fund,0,Animal,0,Welfare,0,IFAW,0,said,0,after,0,losing,0,every,0,single,0,proposal,0,they,0,brought,0,this,0,meeting,0,whaling,0,countries,0,their,0,supporters,0,cooked,0,up,0,non-binding,0,statement,0,sprang,0.07,it,0.07,commission,0.07,pushed,0.07,it,0.07,vote,0.07,they,0.07,want,0.07,kill,0.07,whales,0.07,they,0.07,'re,0.07,willing,0.07,kill,0.07,Commission,0.07,do,0.07,it,0.07,[NONE],0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,394,43426,IWC passes pro-whaling resolution after close vote,15-Over,"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",1,0.4,,Mike,0,Townsley,0,from,0,Greenpeace,0,International,0,said,0,Greenpeace,0.08,is,0.08,disgusted,0.08,that,0.08,any,0.08,member,0.08,IWC,0.4,would,0.08,seek,0.08,promote,0.24,whaling,0.32,based,0.08,upon,0.08,FALSE,0.08,notion,0.08,that,0.08,whales,0.16,consume,0.08,so,0.08,much,0.08,fish,0.08,that,0.08,they,0.08,are,0.08,threat,0.08,food,0.08,security,0.08,coastal,0.08,nations,0.08,[NONE],0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,394,43426,IWC passes pro-whaling resolution after close vote,7-Over,"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",1,0.32,,Commercial,0.08,whaling,0.25,has,0.08,been,0.08,banned,0.17,under,0.08,IWC,0.34,moratorium,0.17,since,0.08,1986,0.08,some,0,whaling,0,has,0,been,0,able,0,continue,0,[NONE],0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,394,43426,IWC passes pro-whaling resolution after close vote,23-Over,"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",1,0.56,,IWC,0.5,has,0.14,historically,0.14,always,0.14,voted,0.14,against,0.14,pro-whaling,0.43,motions,0.14,majority,0.07,around,0.07,ten,0.07,votes,0.07,number,0.07,members,0.07,favoring,0.14,return,0.14,commercial,0.14,whaling,0.14,has,0.07,increased,0.14,recent,0.14,years,0.14,with,0,Japan,0.07,persuading,0,several,0,new,0,countries,0,join,0,IWC,0.14,including,0,many,0,that,0,have,0,never,0,done,0,any,0,whaling,0.07,all,0,[NONE],0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,409,139305,"Humpback whale found dead in River Thames, England",12-NonOver,Deaville is the project 's manager .,0,0,,Deaville,0,is,0,project's,0,manager,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
