Job Id,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,348,12184,International Whaling Commission adjourns for private talks,5-NonOver,"Nauru , The Gambia , and Togo applied to join the commission last week , but have no voting rights until their membership payments are cleared , which could happen any time during the IWC meeting .",0,0.1,1,,IWC meeting,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,348,12184,International Whaling Commission adjourns for private talks,6-NonOver,The three countries are expected to follow Japan 's pro-whaling line .,0,0.19,3,,three countries,0.41,Japan 's pro-whaling,0.82,pro-whaling,0.41,,,,,,,,,,,,,,,,,,,,,,,,
77,348,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,,split between pro- and anti-whaling countries,0.6,66 member body is currently evenly split between pro- and anti-whaling countries,0.3,anti-whaling,0.6,body is currently evenly split,0.3,pro- and anti-whaling,0.3,,,,,,,,,,,,,,,,,,,,
77,353,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,10-Over,Chesapeake Bay menhaden are considered an important food source for fish species popular with sports fisherman .,1,0.29,3,,Chesapeake Bay,0.8,source,0.27,fish,0.53,,,,,,,,,,,,,,,,,,,,,,,,
77,352,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,12-NonOver,The bay oyster population has suffered drastic declines from disease over the last two decades .,0,0.09,1,,bay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,351,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,14-Over,"Greenpeace says the species is near historic lows and predators that depend on the fish as a food source , such as striped bass , show signs of suffering from malnutrition and poor body condition .",1,0.57,2,,Greenpeace,0.98,the species is near historic lows,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
77,352,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,15-Over,"The Chesapeake Bay Foundation , a not-for-profit organization , had praise for Maryland Governor Robert Ehrlich , and the state 's Department of Natural Resources .",1,0.26,3,,Chesapeake Bay Foundation a not-for-profit organization had praise for Maryland Governor Robert Ehrlich and the state 's Department of Natural Resources,0.58,Chesapeake Bay,0.58,Chesapeake Bay Foundation,0.58,,,,,,,,,,,,,,,,,,,,,,,,
77,350,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,18-Over,They are also against an encroachment by Omega into Chesapeake waters .,1,0.29,1,,Chesapeake,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,350,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,27-Over,"A Chesapeake Bay Foundation senior scientist , William J. Goldsborough , said , `` I believe that a cap on the purse seine catch of menhaden at current levels , covering the total catch as well as removals from Chesapeake Bay , would be a prudent measure to adopt . ''",1,0.57,8,,Chesapeake,0.25,Chesapeake Bay Foundation senior scientist,0.25,Chesapeake Bay Foundation,0.25,Chesapeake Bay,0.75,cap,0.25,catch,0.25,prudent measure,0.25,Chesapeake Bay,0.25,,,,,,,,,,,,,,
77,349,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,4-Over,"Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .",1,0.55,8,,motor boats,0.25,thirteen activists,0.25,drive away the fish,0.25,Greenpeace,0.75,Greenpeace arrived,0.25,drive away,0.25,attempted,0.25,fish,0.25,,,,,,,,,,,,,,
77,349,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,5-NonOver,The Coast Guard was called in and ended the confrontation peacefully .,0,0.14,1,,confrontation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,351,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,8-Over,"An Omega spokesman Toby Gascon said of Greenpeace , `` They have now demonstrated that their real agenda is to put Omega out of business , even if it means risking the safety of Omega 's fishermen . ''",1,0.77,8,,Omega spokesman Toby Gascon said of Greenpeace They have now demonstrated that their real agenda is to put Omega out of business even if it means risking the safety of Omega 's fishermen,0.17,risking the safety of Omega 's fishermen,0.34,Greenpeace,0.85,Omega spokesman Toby Gascon said of Greenpeace,0.17,their real agenda is to put Omega out of business,0.17,fishermen,0.17,Toby Gascon said of Greenpeace They have now demonstrated that their real agenda is to put Omega out of business,0.17,They have now demonstrated that their real agenda,0.17,,,,,,,,,,,,,,
77,354,25940,"Japan to hunt 950 whales for ""scientific research""",12-NonOver,"In December , the Sea Shepherd Conservation Society will engage the Japanese whaling fleet in the Southern Ocean Whale Sanctuary .",0,0.11,1,,Japanese whaling fleet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,358,25940,"Japan to hunt 950 whales for ""scientific research""",13-NonOver,The Sea Shepherds say the Japanese whale kill is illegal .,0,0.22,4,,Japanese whale kill,0.76,Shepherds say,0.38,Japanese,0.38,illegal,0.38,,,,,,,,,,,,,,,,,,,,,,
77,356,25940,"Japan to hunt 950 whales for ""scientific research""",16-Over,According to Sea Shepherd : `` The Japanese are violating the Southern Ocean Sanctuary .,1,0.32,5,,Southern Ocean Sanctuary,0.21,Japanese,0.83,violating,0.21,Ocean,0.42,Sea,0.21,,,,,,,,,,,,,,,,,,,,
77,355,25940,"Japan to hunt 950 whales for ""scientific research""",18-Over,They are targeting endangered fin and humpback whales that are protected under the Convention on the Trade in Endangered Species of Flora and Fauna .,1,0.07,1,,whales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,357,25940,"Japan to hunt 950 whales for ""scientific research""",20-Over,International Fund for Animal Welfare condemns what it calls a `` mass killing program -- a defiance of international criticism and a global ban on commercial whaling -- as commercial whaling disguised as science . '',1,0.72,12,,killing program,0.17,whaling,0.34,as commercial whaling disguised as science,0.17,whaling,0.51,mass killing,0.34,science,0.51,mass killing program,0.17,commercial whaling,0.17,International Fund for Animal Welfare condemns what it calls a mass killing program,0.17,commercial whaling disguised as science,0.17,disguised as science,0.17,commercial whaling disguised,0.17,,,,,,
77,356,25940,"Japan to hunt 950 whales for ""scientific research""",21-Over,IFAW urges the Australian Government to take Japan to the international courts to bring this program to an immediate halt .,1,0.16,1,,Japan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,354,25940,"Japan to hunt 950 whales for ""scientific research""",22-Over,"Japan plans to kill over 900 minke whales and ten fin whales during the next six months as part of its whaling program , JAPRA II , marking a sharp escalation in Japan 's whaling activities .",1,0.9,12,,Japan plans to kill,0.19,over 900 minke whales,0.37,ten fin whales,0.56,whaling program,0.19,whales,0.19,plans to kill over 900 minke whales and ten fin whales during the next six months as part of its whaling program JAPRA II,0.19,Japan,0.19,kill,0.37,Japan plans,0.19,kill over 900 minke whales,0.19,Japan plans to kill over 900 minke whales and ten fin whales,0.37,part of its whaling program JAPRA II,0.19,,,,,,
77,359,25940,"Japan to hunt 950 whales for ""scientific research""",23-Over,`` It is a dark day for some of the world 's most magnificent creatures .,1,0.18,2,,dark day for some of the world 's most magnificent creatures,0.71,dark day,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
77,354,25940,"Japan to hunt 950 whales for ""scientific research""",24-NonOver,Let 's be under no illusion -- this is commercial whaling in disguise .,0,0.23,4,,commercial whaling,0.5,illusion,0.5,whaling,0.5,in disguise,0.5,,,,,,,,,,,,,,,,,,,,,,
77,358,25940,"Japan to hunt 950 whales for ""scientific research""",26-NonOver,"Leading international law expert , Professor Don Rothwell , has advised IFAW that the Japanese Government is breaching international laws with JARPA II .",0,0.07,1,,Japanese,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,356,25940,"Japan to hunt 950 whales for ""scientific research""",27-Over,He has advised that the Australian Government has very strong grounds to take Japan to in the International Law of the Sea to stop `` scientific '' whaling .,1,0.64,3,,scientific whaling,0.69,Japan,0.69,Japan to in the International Law of the Sea to stop scientific whaling,0.23,,,,,,,,,,,,,,,,,,,,,,,,
77,356,25940,"Japan to hunt 950 whales for ""scientific research""",28-Over,Japan is targeting whales that are listed as endangered .,1,0.64,4,,Japan,0.81,targeting whales,0.46,Japan is targeting whales,0.12,whales,0.35,,,,,,,,,,,,,,,,,,,,,,
77,357,25940,"Japan to hunt 950 whales for ""scientific research""",29-Over,He argues that Japan 's plans to double its whale take are an abuse of its legal right .,1,0.21,3,,Japan,0.58,whale,0.58,whale take,0.58,,,,,,,,,,,,,,,,,,,,,,,,
77,355,25940,"Japan to hunt 950 whales for ""scientific research""",30-Over,"`` The number of whales that Japan purports to take is not commensurate with the number of whales that would be necessary to engage in scientific research , '' he said .",1,0.99,7,,whales,0.41,scientific research,0.66,Japan,0.58,scientific,0.08,whales,0.16,not commensurate,0.16,Japan purports to take,0.08,,,,,,,,,,,,,,,,
77,355,25940,"Japan to hunt 950 whales for ""scientific research""",31-Over,`` There 's also increasing evidence that non-lethal means can be used to take data from whales to obtain information about whaling stocks . '',1,0.14,3,,non-lethal means,0.41,take data from whales,0.41,whaling,0.82,,,,,,,,,,,,,,,,,,,,,,,,
77,358,25940,"Japan to hunt 950 whales for ""scientific research""",5-Over,"Japan 's whaling program , which is claimed to be for scientific purposes , is expected to kill nearly one thousand whales this season .",1,0.97,13,,Japan,0.62,scientific purposes,0.47,kill nearly one thousand whales,0.16,Japan 's whaling program,0.16,whaling program,0.23,whaling,0.39,scientific,0.23,claimed to be for scientific purposes,0.08,whales,0.23,thousand whales,0.08,is expected to kill nearly one thousand whales,0.08,Japan 's whaling,0.08,expected to kill nearly one thousand,0.08,,,,
77,354,25940,"Japan to hunt 950 whales for ""scientific research""",6-Over,"`` Japan 's attempt to dress up its commercial whaling as science is an insult to modern science , '' said International Fund for Animal Welfare ( IFAW ) Director of Wildlife and Habitat .",1,0.34,7,,whaling,0.38,whaling as science,0.38,science,0.38,dress up,0.38,commercial whaling,0.38,as science,0.38,Japan,0.38,,,,,,,,,,,,,,,,
77,357,25940,"Japan to hunt 950 whales for ""scientific research""",7-Over,`` It 's time for the Japanese Government to respect the rest of the world - It 's time to stop whaling . '',1,0.41,2,,whaling,0.71,stop whaling,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
77,355,25940,"Japan to hunt 950 whales for ""scientific research""",8-Over,A Greenpeace statement dismisses the assertion of the Japanese government that whales are contributing to the collapse of fish stocks .,1,0.07,1,,whales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,363,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,,stopping that process,0.14,whale,0.68,Greenpeace,0.68,ship,0.14,Greenpeace ship,0.14,positioned,0.14,,,,,,,,,,,,,,,,,,
77,363,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,,Greenpeace,0.77,Japanese,0.44,Japanese boat,0.33,Japanese boat fought back,0.22,Greenpeace inflatables capsized,0.22,,,,,,,,,,,,,,,,,,,,
77,363,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,,stop the whales being killed,0.27,whales,0.27,do everything,0.53,interfere,0.53,whaling process,0.27,whaling,0.27,to interfere with the whaling process,0.27,We 're going to do everything we can over the coming weeks to interfere with the whaling process,0.27,,,,,,,,,,,,,,
77,360,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,14-Over,"In a radio call to the whaling vessels , from the bridge of the Arctic Sunrise , Yuko Hirono , of Greenpeace Japan called upon the whalers to stop killing whales `` and leave the internationally recognised Southern Ocean Whale Sanctuary . ''",1,0.74,15,,whaling,0.26,Greenpeace Japan,0.38,whalers,0.38,whales,0.13,Southern Ocean Whale,0.13,called upon the whalers to stop killing whales,0.26,leave,0.26,whaling vessels,0.13,Southern Ocean,0.51,Greenpeace,0.26,Greenpeace Japan called upon the whalers to stop killing whales and leave,0.13,radio call,0.13,called,0.13,Greenpeace Japan called,0.13,stop killing whales,0.26
77,364,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,15-Over,Japan 's scientific whaling has been the subject of repeated criticism by the International Whaling Commission .,1,0.33,4,,Japan,0.63,Japan 's scientific whaling has been the subject of repeated criticism by the International Whaling Commission,0.21,whaling,0.63,Whaling,0.42,,,,,,,,,,,,,,,,,,,,,,
77,361,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,,Japanese,0.5,Whaling,0.75,Japan,0.25,Japan,0.25,whale,0.25,,,,,,,,,,,,,,,,,,,,
77,360,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,17-Over,The Institute of Cetacean Research say their research does not involve illegal whaling .,1,0.18,1,,whaling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,362,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,18-Over,"Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .",1,0.2,4,,annual kill,0.5,Greenpeace,0.5,fin whales,0.5,40 more fin whales will be added to the annual kill along with 50 humpback whales,0.5,,,,,,,,,,,,,,,,,,,,,,
77,364,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,19-NonOver,"`` This whale hunt is unnecessary , unjustified , and unwanted , '' said Rattenbury .",0,0.25,3,,hunt,0.58,whale,0.58,whale hunt,0.58,,,,,,,,,,,,,,,,,,,,,,,,
77,360,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,20-NonOver,`` Once the whales have been measured and weighed by the ` scientists ' the butchers get to work and the whales are cut up and boxed for market .,0,0.09,1,,whales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,360,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,22-Over,"The area in which the Japanese fleet is hunting has been designated as the Antarctic Whale Sanctuary , in an effort to allow whale populations to recover after stocks were depleted during the commercial whaling of the last century .",1,0.18,4,,Japanese,0.63,Whale,0.32,whale,0.32,whaling,0.63,,,,,,,,,,,,,,,,,,,,,,
77,360,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,23-Over,"Seventy crew and campaigners from 19 countries are on board the two Greenpeace vessels , including the UK , Netherlands , Canada , Australia , Ghana , Russia , Norway , Denmark , USA , France , Italy , Japan , Ireland , India , New Zealand , Spain , Sweden , Austria and Argentina .",1,0.28,3,,Greenpeace,0.82,Japan,0.41,Seventy crew and campaigners from 19 countries are on board the two Greenpeace vessels,0.41,,,,,,,,,,,,,,,,,,,,,,,,
77,361,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,24-Over,Japan 's whaling program is expected to kill nearly one thousand whales this season .,1,0.21,3,,Japan,0.69,whaling,0.69,whales,0.23,,,,,,,,,,,,,,,,,,,,,,,,
77,361,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,4-Over,The Japanese whaling fleet has an expected catch of over 900 minke whales -- more than double its previous catch .,1,0.28,3,,Japanese whaling,0.67,whales,0.33,Japanese whaling fleet,0.67,,,,,,,,,,,,,,,,,,,,,,,,
77,363,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,5-Over,"The fleet - owned by Kyodo Senpaku and part-owned by Nissui , Japan 's second-largest marine products firm - is also targeting endangered fin whales for what they claim is a scientific program .",1,0.08,2,,Japan,0.71,whales,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
77,361,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,6-NonOver,Fin whales are the second largest creatures on earth .,0,0.14,1,,whales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,364,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,7-Over,"Greenpeace say they have asked the whalers to stop whaling immediately and return to Japan , but have received no response from the vessels .",1,0.83,8,,Greenpeace,0.7,return to Japan,0.09,whalers,0.35,stop whaling,0.09,Japan,0.53,Greenpeace say they have asked the whalers to stop whaling immediately and return to Japan but have received no response from the vessels,0.09,Greenpeace say they have asked the whalers to stop whaling immediately and return to Japan,0.09,whaling,0.26,,,,,,,,,,,,,,
77,364,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,8-Over,"In inflatables carrying banners which read `` defend the whales '' and `` stop the whaling , '' crew from the two ships declared their intention to stop the hunt .",1,0.33,5,,stop the whaling,0.25,banners,0.25,intention to stop the hunt,0.25,whales,0.75,whaling,0.5,,,,,,,,,,,,,,,,,,,,
77,361,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,,interfere with the whaling process,0.23,Greenpeace expedition,0.11,Greenpeace,0.8,whaling,0.23,eight small boats have begun to `` interfere '' with the whaling process,0.34,with the whaling process,0.23,boats,0.11,interfere,0.23,Greenpeace expedition Shane Rattenbury said their eight small boats have begun to interfere,0.11,,,,,,,,,,,,
77,367,28687,Japanese whaling ship to dock in Hobart,10-Over,"Japan claims that its whaling activities in the Southern Ocean are for scientific purposes , and reject suggestions that the catch is commercial .",1,0.29,2,,whaling,0.71,Japan,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
77,367,28687,Japanese whaling ship to dock in Hobart,5-Over,"The government stated it is opposed to commercial whaling , but that taking such action would be `` counter-productive '' .",1,0.29,1,,whaling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,368,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,,Greenpeace,0.29,said,0.29,opportunity,0.29,demonstrate,0.58,opposition,0.58,Australia,0.29,,,,,,,,,,,,,,,,,,
77,367,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,,ship,0.76,Government,0.38,control,0.19,port authorities,0.38,refuse to allow,0.19,possibility,0.19,refuse,0.19,,,,,,,,,,,,,,,,
77,368,28687,Japanese whaling ship to dock in Hobart,9-Over,"`` In some respects it can be counter-productive although I share the passion , I share their objective , we share of the objective of trying to stop whaling , '' he said .",1,0.08,1,,whaling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,373,29729,Southern Ocean whale slaughter to resume,10-NonOver,"`` And for that very reason , we 're doing our very best and are succeeding in keeping up with the factory whaling ship .",0,0.11,1,,we 're doing our very best and are succeeding in keeping up with the factory whaling ship,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,371,29729,Southern Ocean whale slaughter to resume,11-NonOver,We are certain that they do not want any further publicity . '',0,0.11,1,,We are certain that they do not want any further publicity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
